CrimeKey,CrimeCode,CrimeDescription
2424,217,IDENTITY THEFT
2425,217,ILLEGAL POSSESSION
2426,217,KIDNAPPING
2427,217,PUBLIC INTOXICATION
2428,217,ROBBERY
2429,217,SEXUAL ASSAULT
2430,217,SHOPLIFTING
2431,217,TRAFFIC VIOLATION
2432,217,VANDALISM
2433,217,VEHICLE - STOLEN
2434,218,ARSON
2435,218,ASSAULT
2436,218,BURGLARY
2437,218,COUNTERFEITING
2438,218,CYBERCRIME
2439,218,DOMESTIC VIOLENCE
2440,218,DRUG OFFENSE
2441,218,EXTORTION
2442,218,FIREARM OFFENSE
2443,218,FRAUD
2444,218,HOMICIDE
2445,218,IDENTITY THEFT
2446,218,ILLEGAL POSSESSION
2447,218,KIDNAPPING
2448,218,PUBLIC INTOXICATION
2449,218,ROBBERY
2450,218,SEXUAL ASSAULT
2451,218,SHOPLIFTING
2452,218,TRAFFIC VIOLATION
2453,218,VANDALISM
2454,218,VEHICLE - STOLEN
2455,219,ARSON
2456,219,ASSAULT
2457,219,BURGLARY
2458,219,COUNTERFEITING
2459,219,CYBERCRIME
2460,219,DOMESTIC VIOLENCE
2461,219,DRUG OFFENSE
2462,219,EXTORTION
2463,219,FIREARM OFFENSE
2464,219,FRAUD
2465,219,HOMICIDE
2466,219,IDENTITY THEFT
2467,219,ILLEGAL POSSESSION
2468,219,PUBLIC INTOXICATION
2469,219,ROBBERY
2470,219,SEXUAL ASSAULT
2471,219,SHOPLIFTING
2472,219,TRAFFIC VIOLATION
2473,219,VANDALISM
2474,219,VEHICLE - STOLEN
2475,220,ARSON
2476,220,BURGLARY
2477,220,COUNTERFEITING
2478,220,CYBERCRIME
2479,220,DOMESTIC VIOLENCE
2480,220,DRUG OFFENSE
2481,220,EXTORTION
2482,220,FIREARM OFFENSE
2483,220,FRAUD
2484,220,HOMICIDE
2485,220,IDENTITY THEFT
2486,220,ILLEGAL POSSESSION
2487,220,KIDNAPPING
2488,220,PUBLIC INTOXICATION
2489,220,ROBBERY
2490,220,SEXUAL ASSAULT
2491,220,SHOPLIFTING
2492,220,TRAFFIC VIOLATION
2493,220,VANDALISM
2494,220,VEHICLE - STOLEN
2495,221,ARSON
2496,221,ASSAULT
2497,221,BURGLARY
2498,221,COUNTERFEITING
2499,221,CYBERCRIME
2500,221,DOMESTIC VIOLENCE
2501,221,FIREARM OFFENSE
2502,221,FRAUD
2503,221,HOMICIDE
2504,221,IDENTITY THEFT
2505,221,KIDNAPPING
2506,221,PUBLIC INTOXICATION
2507,221,ROBBERY
2508,221,SEXUAL ASSAULT
2509,221,SHOPLIFTING
2510,221,TRAFFIC VIOLATION
2511,221,VANDALISM
2512,221,VEHICLE - STOLEN
2513,222,ARSON
2514,222,ASSAULT
2515,222,BURGLARY
2516,222,COUNTERFEITING
2517,222,CYBERCRIME
2518,222,DOMESTIC VIOLENCE
2519,222,DRUG OFFENSE
2520,222,EXTORTION
2521,222,FIREARM OFFENSE
2522,222,FRAUD
2523,222,HOMICIDE
2524,222,IDENTITY THEFT
2525,222,ILLEGAL POSSESSION
2526,222,KIDNAPPING
2527,222,PUBLIC INTOXICATION
2528,222,ROBBERY
2529,222,SEXUAL ASSAULT
2530,222,SHOPLIFTING
2531,222,TRAFFIC VIOLATION
2532,222,VANDALISM
2533,222,VEHICLE - STOLEN
2534,223,ARSON
2535,223,ASSAULT
2536,223,BURGLARY
2537,223,COUNTERFEITING
2538,223,CYBERCRIME
2539,223,DOMESTIC VIOLENCE
2540,223,DRUG OFFENSE
2541,223,EXTORTION
2542,223,FIREARM OFFENSE
2543,223,FRAUD
2544,223,HOMICIDE
2545,223,IDENTITY THEFT
2546,223,ILLEGAL POSSESSION
2547,223,KIDNAPPING
2548,223,PUBLIC INTOXICATION
2549,223,ROBBERY
2550,223,SEXUAL ASSAULT
2551,223,SHOPLIFTING
2552,223,TRAFFIC VIOLATION
2553,223,VANDALISM
2554,223,VEHICLE - STOLEN
2555,224,ARSON
2556,224,ASSAULT
2557,224,BURGLARY
2558,224,COUNTERFEITING
2559,224,DOMESTIC VIOLENCE
2560,224,DRUG OFFENSE
2561,224,EXTORTION
2562,224,FIREARM OFFENSE
2563,224,FRAUD
2564,224,HOMICIDE
2565,224,IDENTITY THEFT
2566,224,ILLEGAL POSSESSION
2567,224,KIDNAPPING
2568,224,PUBLIC INTOXICATION
2569,224,ROBBERY
2570,224,SEXUAL ASSAULT
2571,224,SHOPLIFTING
2572,224,TRAFFIC VIOLATION
2573,224,VANDALISM
2574,224,VEHICLE - STOLEN
2575,225,ARSON
2576,225,ASSAULT
2577,225,BURGLARY
2578,225,COUNTERFEITING
2579,225,CYBERCRIME
2580,225,DOMESTIC VIOLENCE
2581,225,EXTORTION
2582,225,FIREARM OFFENSE
2583,225,FRAUD
2584,225,HOMICIDE
2585,225,IDENTITY THEFT
2586,225,KIDNAPPING
2587,225,PUBLIC INTOXICATION
2588,225,ROBBERY
2589,225,SEXUAL ASSAULT
2590,225,SHOPLIFTING
2591,225,TRAFFIC VIOLATION
2592,225,VANDALISM
2593,225,VEHICLE - STOLEN
2594,226,ARSON
2595,226,ASSAULT
2596,226,BURGLARY
2597,226,COUNTERFEITING
2598,226,DOMESTIC VIOLENCE
2599,226,DRUG OFFENSE
2600,226,EXTORTION
2601,226,FIREARM OFFENSE
2602,226,FRAUD
2603,226,HOMICIDE
2604,226,IDENTITY THEFT
2605,226,ILLEGAL POSSESSION
2606,226,KIDNAPPING
2607,226,PUBLIC INTOXICATION
2608,226,ROBBERY
2609,226,SEXUAL ASSAULT
2610,226,TRAFFIC VIOLATION
2611,226,VANDALISM
2612,227,ARSON
2613,227,ASSAULT
2614,227,BURGLARY
2615,227,COUNTERFEITING
2616,227,CYBERCRIME
2617,227,DOMESTIC VIOLENCE
2618,227,DRUG OFFENSE
2619,227,EXTORTION
2620,227,FIREARM OFFENSE
2621,227,FRAUD
2622,227,HOMICIDE
2623,227,IDENTITY THEFT
2624,227,ILLEGAL POSSESSION
2625,227,KIDNAPPING
2626,227,PUBLIC INTOXICATION
2627,227,ROBBERY
2628,227,SEXUAL ASSAULT
2629,227,SHOPLIFTING
2630,227,TRAFFIC VIOLATION
2631,227,VANDALISM
2632,227,VEHICLE - STOLEN
2633,228,ARSON
2634,228,ASSAULT
2635,228,BURGLARY
2636,228,COUNTERFEITING
2637,228,CYBERCRIME
2638,228,DOMESTIC VIOLENCE
2639,228,DRUG OFFENSE
2640,228,EXTORTION
2641,228,FIREARM OFFENSE
2642,228,FRAUD
2643,228,HOMICIDE
2644,228,IDENTITY THEFT
2645,228,ILLEGAL POSSESSION
2646,228,KIDNAPPING
2647,228,PUBLIC INTOXICATION
2648,228,ROBBERY
2649,228,SEXUAL ASSAULT
2650,228,SHOPLIFTING
2651,228,TRAFFIC VIOLATION
2652,228,VANDALISM
2653,228,VEHICLE - STOLEN
2654,229,ARSON
2655,229,ASSAULT
2656,229,BURGLARY
2657,229,COUNTERFEITING
2658,229,CYBERCRIME
2659,229,DOMESTIC VIOLENCE
2660,229,DRUG OFFENSE
2661,229,EXTORTION
2662,229,FIREARM OFFENSE
2663,229,FRAUD
2664,229,HOMICIDE
2665,229,IDENTITY THEFT
2666,229,ILLEGAL POSSESSION
2667,229,KIDNAPPING
2668,229,PUBLIC INTOXICATION
2669,229,ROBBERY
2670,229,SEXUAL ASSAULT
2671,229,SHOPLIFTING
2672,229,TRAFFIC VIOLATION
2673,229,VANDALISM
2674,229,VEHICLE - STOLEN
2675,230,ARSON
2676,230,ASSAULT
2677,230,BURGLARY
2678,230,COUNTERFEITING
2679,230,CYBERCRIME
2680,230,DOMESTIC VIOLENCE
2681,230,DRUG OFFENSE
2682,230,EXTORTION
2683,230,FIREARM OFFENSE
2684,230,FRAUD
2685,230,HOMICIDE
2686,230,IDENTITY THEFT
2687,230,ILLEGAL POSSESSION
2688,230,KIDNAPPING
2689,230,PUBLIC INTOXICATION
2690,230,ROBBERY
2691,230,SEXUAL ASSAULT
2692,230,TRAFFIC VIOLATION
2693,230,VANDALISM
2694,230,VEHICLE - STOLEN
2695,231,ARSON
2696,231,ASSAULT
2697,231,BURGLARY
2698,231,COUNTERFEITING
2699,231,CYBERCRIME
2700,231,DOMESTIC VIOLENCE
2701,231,DRUG OFFENSE
2702,231,EXTORTION
2703,231,FIREARM OFFENSE
2704,231,FRAUD
2705,231,HOMICIDE
2706,231,IDENTITY THEFT
2707,231,ILLEGAL POSSESSION
2708,231,KIDNAPPING
2709,231,PUBLIC INTOXICATION
2710,231,ROBBERY
2711,231,SEXUAL ASSAULT
2712,231,SHOPLIFTING
2713,231,TRAFFIC VIOLATION
2714,231,VANDALISM
2715,231,VEHICLE - STOLEN
2716,232,ARSON
2717,232,ASSAULT
2718,232,BURGLARY
2719,232,COUNTERFEITING
2720,232,CYBERCRIME
2721,232,DOMESTIC VIOLENCE
2722,232,DRUG OFFENSE
2723,232,EXTORTION
2724,232,FIREARM OFFENSE
2725,232,FRAUD
2726,232,HOMICIDE
2727,232,IDENTITY THEFT
2728,232,ILLEGAL POSSESSION
2729,232,KIDNAPPING
2730,232,PUBLIC INTOXICATION
2731,232,ROBBERY
2732,232,SEXUAL ASSAULT
2733,232,SHOPLIFTING
2734,232,TRAFFIC VIOLATION
2735,232,VANDALISM
2736,232,VEHICLE - STOLEN
2737,233,ARSON
2738,233,ASSAULT
2739,233,BURGLARY
2740,233,COUNTERFEITING
2741,233,CYBERCRIME
2742,233,DOMESTIC VIOLENCE
2743,233,DRUG OFFENSE
2744,233,EXTORTION
2745,233,FIREARM OFFENSE
2746,233,FRAUD
2747,233,HOMICIDE
2748,233,IDENTITY THEFT
2749,233,ILLEGAL POSSESSION
2750,233,KIDNAPPING
2751,233,PUBLIC INTOXICATION
2752,233,ROBBERY
2753,233,SEXUAL ASSAULT
2754,233,SHOPLIFTING
2755,233,TRAFFIC VIOLATION
2756,233,VANDALISM
2757,233,VEHICLE - STOLEN
2758,234,ARSON
2759,234,ASSAULT
2760,234,BURGLARY
2761,234,COUNTERFEITING
2762,234,CYBERCRIME
2763,234,DOMESTIC VIOLENCE
2764,234,DRUG OFFENSE
2765,234,EXTORTION
2766,234,FIREARM OFFENSE
2767,234,FRAUD
2768,234,HOMICIDE
2769,234,IDENTITY THEFT
2770,234,ILLEGAL POSSESSION
2771,234,KIDNAPPING
2772,234,PUBLIC INTOXICATION
2773,234,ROBBERY
2774,234,SEXUAL ASSAULT
2775,234,SHOPLIFTING
2776,234,TRAFFIC VIOLATION
2777,234,VANDALISM
2778,234,VEHICLE - STOLEN
2779,235,ARSON
2780,235,ASSAULT
2781,235,BURGLARY
2782,235,COUNTERFEITING
2783,235,CYBERCRIME
2784,235,DOMESTIC VIOLENCE
2785,235,DRUG OFFENSE
2786,235,EXTORTION
2787,235,FIREARM OFFENSE
2788,235,FRAUD
2789,235,HOMICIDE
2790,235,IDENTITY THEFT
2791,235,ILLEGAL POSSESSION
2792,235,KIDNAPPING
2793,235,PUBLIC INTOXICATION
2794,235,ROBBERY
2795,235,SEXUAL ASSAULT
2796,235,SHOPLIFTING
2797,235,TRAFFIC VIOLATION
2798,235,VANDALISM
2799,235,VEHICLE - STOLEN
2800,236,ARSON
2801,236,ASSAULT
2802,236,BURGLARY
2803,236,COUNTERFEITING
2804,236,CYBERCRIME
2805,236,DOMESTIC VIOLENCE
2806,236,DRUG OFFENSE
2807,236,EXTORTION
2808,236,FIREARM OFFENSE
2809,236,FRAUD
2810,236,HOMICIDE
2811,236,IDENTITY THEFT
2812,236,ILLEGAL POSSESSION
2813,236,KIDNAPPING
2814,236,PUBLIC INTOXICATION
2815,236,ROBBERY
2816,236,SEXUAL ASSAULT
2817,236,SHOPLIFTING
2818,236,TRAFFIC VIOLATION
2819,236,VANDALISM
2820,236,VEHICLE - STOLEN
2821,237,ARSON
2822,237,ASSAULT
2823,237,BURGLARY
2824,237,COUNTERFEITING
2825,237,CYBERCRIME
2826,237,DOMESTIC VIOLENCE
2827,237,DRUG OFFENSE
2828,237,EXTORTION
2829,237,FIREARM OFFENSE
2830,237,FRAUD
2831,237,HOMICIDE
2832,237,IDENTITY THEFT
2833,237,ILLEGAL POSSESSION
2834,237,KIDNAPPING
2835,237,PUBLIC INTOXICATION
2836,237,ROBBERY
2837,237,SEXUAL ASSAULT
2838,237,SHOPLIFTING
2839,237,TRAFFIC VIOLATION
2840,237,VANDALISM
2841,237,VEHICLE - STOLEN
2842,238,ARSON
2843,238,ASSAULT
2844,238,BURGLARY
2845,238,COUNTERFEITING
2846,238,CYBERCRIME
2847,238,DOMESTIC VIOLENCE
2848,238,DRUG OFFENSE
2849,238,EXTORTION
2850,238,FIREARM OFFENSE
2851,238,FRAUD
2852,238,HOMICIDE
2853,238,IDENTITY THEFT
2854,238,ILLEGAL POSSESSION
2855,238,PUBLIC INTOXICATION
2856,238,ROBBERY
2857,238,SEXUAL ASSAULT
2858,238,SHOPLIFTING
2859,238,TRAFFIC VIOLATION
2860,238,VANDALISM
2861,238,VEHICLE - STOLEN
2862,239,ARSON
2863,239,ASSAULT
2864,239,BURGLARY
2865,239,COUNTERFEITING
2866,239,CYBERCRIME
2867,239,DOMESTIC VIOLENCE
2868,239,DRUG OFFENSE
2869,239,EXTORTION
2870,239,FIREARM OFFENSE
2871,239,FRAUD
2872,239,HOMICIDE
2873,239,IDENTITY THEFT
2874,239,ILLEGAL POSSESSION
2875,239,KIDNAPPING
2876,239,PUBLIC INTOXICATION
2877,239,ROBBERY
2878,239,SEXUAL ASSAULT
2879,239,SHOPLIFTING
2880,239,TRAFFIC VIOLATION
2881,239,VANDALISM
2882,239,VEHICLE - STOLEN
2883,240,ARSON
2884,240,ASSAULT
2885,240,BURGLARY
2886,240,COUNTERFEITING
2887,240,CYBERCRIME
2888,240,DOMESTIC VIOLENCE
2889,240,DRUG OFFENSE
2890,240,EXTORTION
2891,240,FIREARM OFFENSE
2892,240,FRAUD
2893,240,HOMICIDE
2894,240,IDENTITY THEFT
2895,240,ILLEGAL POSSESSION
2896,240,KIDNAPPING
2897,240,PUBLIC INTOXICATION
2898,240,ROBBERY
2899,240,SEXUAL ASSAULT
2900,240,SHOPLIFTING
2901,240,TRAFFIC VIOLATION
2902,240,VANDALISM
2903,240,VEHICLE - STOLEN
2904,241,ARSON
2905,241,ASSAULT
2906,241,BURGLARY
2907,241,COUNTERFEITING
2908,241,CYBERCRIME
2909,241,DOMESTIC VIOLENCE
2910,241,DRUG OFFENSE
2911,241,EXTORTION
2912,241,FIREARM OFFENSE
2913,241,FRAUD
2914,241,HOMICIDE
2915,241,IDENTITY THEFT
2916,241,ILLEGAL POSSESSION
2917,241,KIDNAPPING
2918,241,PUBLIC INTOXICATION
2919,241,ROBBERY
2920,241,SEXUAL ASSAULT
2921,241,SHOPLIFTING
2922,241,TRAFFIC VIOLATION
2923,241,VANDALISM
2924,242,ARSON
2925,242,ASSAULT
2926,242,BURGLARY
2927,242,COUNTERFEITING
2928,242,CYBERCRIME
2929,242,DOMESTIC VIOLENCE
2930,242,DRUG OFFENSE
2931,242,EXTORTION
2932,242,FIREARM OFFENSE
2933,242,FRAUD
2934,242,HOMICIDE
2935,242,IDENTITY THEFT
2936,242,ILLEGAL POSSESSION
2937,242,KIDNAPPING
2938,242,PUBLIC INTOXICATION
2939,242,ROBBERY
2940,242,SEXUAL ASSAULT
2941,242,SHOPLIFTING
2942,242,TRAFFIC VIOLATION
2943,242,VANDALISM
2944,242,VEHICLE - STOLEN
2945,243,ARSON
2946,243,ASSAULT
2947,243,BURGLARY
2948,243,COUNTERFEITING
2949,243,CYBERCRIME
2950,243,DOMESTIC VIOLENCE
2951,243,DRUG OFFENSE
2952,243,EXTORTION
2953,243,FIREARM OFFENSE
2954,243,FRAUD
2955,243,HOMICIDE
2956,243,IDENTITY THEFT
2957,243,ILLEGAL POSSESSION
2958,243,KIDNAPPING
2959,243,PUBLIC INTOXICATION
2960,243,ROBBERY
2961,243,SEXUAL ASSAULT
2962,243,SHOPLIFTING
2963,243,TRAFFIC VIOLATION
2964,243,VANDALISM
2965,243,VEHICLE - STOLEN
2966,244,ARSON
2967,244,ASSAULT
2968,244,BURGLARY
2969,244,COUNTERFEITING
2970,244,CYBERCRIME
2971,244,DOMESTIC VIOLENCE
2972,244,DRUG OFFENSE
2973,244,EXTORTION
2974,244,FIREARM OFFENSE
2975,244,FRAUD
2976,244,HOMICIDE
2977,244,IDENTITY THEFT
2978,244,ILLEGAL POSSESSION
2979,244,KIDNAPPING
2980,244,PUBLIC INTOXICATION
2981,244,ROBBERY
2982,244,SEXUAL ASSAULT
2983,244,SHOPLIFTING
2984,244,VANDALISM
2985,244,VEHICLE - STOLEN
2986,245,ARSON
2987,245,ASSAULT
2988,245,BURGLARY
2989,245,COUNTERFEITING
2990,245,CYBERCRIME
2991,245,DOMESTIC VIOLENCE
2992,245,DRUG OFFENSE
2993,245,EXTORTION
2994,245,FIREARM OFFENSE
2995,245,FRAUD
2996,245,HOMICIDE
2997,245,IDENTITY THEFT
2998,245,ILLEGAL POSSESSION
2999,245,KIDNAPPING
3000,245,PUBLIC INTOXICATION
3001,245,ROBBERY
3002,245,SEXUAL ASSAULT
3003,245,SHOPLIFTING
3004,245,TRAFFIC VIOLATION
3005,245,VANDALISM
3006,245,VEHICLE - STOLEN
3007,246,ARSON
3008,246,ASSAULT
3009,246,BURGLARY
3010,246,COUNTERFEITING
3011,246,CYBERCRIME
3012,246,DOMESTIC VIOLENCE
3013,246,DRUG OFFENSE
3014,246,EXTORTION
3015,246,FIREARM OFFENSE
3016,246,FRAUD
3017,246,HOMICIDE
3018,246,IDENTITY THEFT
3019,246,ILLEGAL POSSESSION
3020,246,KIDNAPPING
3021,246,PUBLIC INTOXICATION
3022,246,ROBBERY
3023,246,SEXUAL ASSAULT
3024,246,SHOPLIFTING
3025,246,TRAFFIC VIOLATION
3026,246,VANDALISM
3027,246,VEHICLE - STOLEN
3028,247,ASSAULT
3029,247,BURGLARY
3030,247,COUNTERFEITING
3031,247,CYBERCRIME
3032,247,DOMESTIC VIOLENCE
3033,247,DRUG OFFENSE
3034,247,EXTORTION
3035,247,FIREARM OFFENSE
3036,247,FRAUD
3037,247,HOMICIDE
3038,247,IDENTITY THEFT
3039,247,ILLEGAL POSSESSION
3040,247,KIDNAPPING
3041,247,PUBLIC INTOXICATION
3042,247,ROBBERY
3043,247,SEXUAL ASSAULT
3044,247,SHOPLIFTING
3045,247,TRAFFIC VIOLATION
3046,247,VANDALISM
3047,247,VEHICLE - STOLEN
3048,248,ARSON
3049,248,ASSAULT
3050,248,BURGLARY
3051,248,COUNTERFEITING
3052,248,CYBERCRIME
3053,248,DOMESTIC VIOLENCE
3054,248,DRUG OFFENSE
3055,248,EXTORTION
3056,248,FIREARM OFFENSE
3057,248,FRAUD
3058,248,HOMICIDE
3059,248,IDENTITY THEFT
3060,248,ILLEGAL POSSESSION
3061,248,KIDNAPPING
3062,248,PUBLIC INTOXICATION
3063,248,ROBBERY
3064,248,SEXUAL ASSAULT
3065,248,SHOPLIFTING
3066,248,TRAFFIC VIOLATION
3067,248,VANDALISM
3068,248,VEHICLE - STOLEN
3069,249,ARSON
3070,249,ASSAULT
3071,249,BURGLARY
3072,249,COUNTERFEITING
3073,249,CYBERCRIME
3074,249,DOMESTIC VIOLENCE
3075,249,DRUG OFFENSE
3076,249,EXTORTION
3077,249,FIREARM OFFENSE
3078,249,FRAUD
3079,249,HOMICIDE
3080,249,IDENTITY THEFT
3081,249,ILLEGAL POSSESSION
3082,249,KIDNAPPING
3083,249,PUBLIC INTOXICATION
3084,249,ROBBERY
3085,249,SEXUAL ASSAULT
3086,249,SHOPLIFTING
3087,249,TRAFFIC VIOLATION
3088,249,VANDALISM
3089,249,VEHICLE - STOLEN
3090,250,ARSON
3091,250,ASSAULT
3092,250,BURGLARY
3093,250,COUNTERFEITING
3094,250,CYBERCRIME
3095,250,DOMESTIC VIOLENCE
3096,250,DRUG OFFENSE
3097,250,EXTORTION
3098,250,FIREARM OFFENSE
3099,250,FRAUD
3100,250,HOMICIDE
3101,250,IDENTITY THEFT
3102,250,ILLEGAL POSSESSION
3103,250,KIDNAPPING
3104,250,PUBLIC INTOXICATION
3105,250,ROBBERY
3106,250,SEXUAL ASSAULT
3107,250,SHOPLIFTING
3108,250,TRAFFIC VIOLATION
3109,250,VANDALISM
3110,250,VEHICLE - STOLEN
3111,251,ARSON
3112,251,ASSAULT
3113,251,BURGLARY
3114,251,COUNTERFEITING
3115,251,CYBERCRIME
3116,251,DOMESTIC VIOLENCE
3117,251,DRUG OFFENSE
3118,251,EXTORTION
3119,251,FRAUD
3120,251,HOMICIDE
3121,251,IDENTITY THEFT
3122,251,ILLEGAL POSSESSION
3123,251,KIDNAPPING
3124,251,PUBLIC INTOXICATION
3125,251,ROBBERY
3126,251,SEXUAL ASSAULT
3127,251,SHOPLIFTING
3128,251,TRAFFIC VIOLATION
3129,251,VANDALISM
3130,251,VEHICLE - STOLEN
3131,252,ARSON
3132,252,ASSAULT
3133,252,BURGLARY
3134,252,COUNTERFEITING
3135,252,CYBERCRIME
3136,252,DOMESTIC VIOLENCE
3137,252,DRUG OFFENSE
3138,252,EXTORTION
3139,252,FIREARM OFFENSE
3140,252,FRAUD
3141,252,HOMICIDE
3142,252,IDENTITY THEFT
3143,252,ILLEGAL POSSESSION
3144,252,KIDNAPPING
3145,252,PUBLIC INTOXICATION
3146,252,ROBBERY
3147,252,SEXUAL ASSAULT
3148,252,SHOPLIFTING
3149,252,TRAFFIC VIOLATION
3150,252,VANDALISM
3151,252,VEHICLE - STOLEN
3152,253,ARSON
3153,253,ASSAULT
3154,253,BURGLARY
3155,253,COUNTERFEITING
3156,253,CYBERCRIME
3157,253,DOMESTIC VIOLENCE
3158,253,DRUG OFFENSE
3159,253,EXTORTION
3160,253,FIREARM OFFENSE
3161,253,FRAUD
3162,253,HOMICIDE
3163,253,IDENTITY THEFT
3164,253,ILLEGAL POSSESSION
3165,253,KIDNAPPING
3166,253,PUBLIC INTOXICATION
3167,253,ROBBERY
3168,253,SEXUAL ASSAULT
3169,253,SHOPLIFTING
3170,253,TRAFFIC VIOLATION
3171,253,VANDALISM
3172,253,VEHICLE - STOLEN
3173,254,ARSON
3174,254,ASSAULT
3175,254,BURGLARY
3176,254,COUNTERFEITING
3177,254,CYBERCRIME
3178,254,DOMESTIC VIOLENCE
3179,254,DRUG OFFENSE
3180,254,EXTORTION
3181,254,FIREARM OFFENSE
3182,254,FRAUD
3183,254,HOMICIDE
3184,254,IDENTITY THEFT
3185,254,ILLEGAL POSSESSION
3186,254,KIDNAPPING
3187,254,PUBLIC INTOXICATION
3188,254,ROBBERY
3189,254,SEXUAL ASSAULT
3190,254,SHOPLIFTING
3191,254,TRAFFIC VIOLATION
3192,254,VANDALISM
3193,255,ARSON
3194,255,ASSAULT
3195,255,BURGLARY
3196,255,COUNTERFEITING
3197,255,CYBERCRIME
3198,255,DOMESTIC VIOLENCE
3199,255,DRUG OFFENSE
3200,255,EXTORTION
3201,255,FIREARM OFFENSE
3202,255,FRAUD
3203,255,HOMICIDE
3204,255,IDENTITY THEFT
3205,255,ILLEGAL POSSESSION
3206,255,KIDNAPPING
3207,255,PUBLIC INTOXICATION
3208,255,ROBBERY
3209,255,SEXUAL ASSAULT
3210,255,SHOPLIFTING
3211,255,TRAFFIC VIOLATION
3212,255,VANDALISM
3213,255,VEHICLE - STOLEN
3214,256,ARSON
3215,256,ASSAULT
3216,256,BURGLARY
3217,256,COUNTERFEITING
3218,256,CYBERCRIME
3219,256,DOMESTIC VIOLENCE
3220,256,DRUG OFFENSE
3221,256,EXTORTION
3222,256,FIREARM OFFENSE
3223,256,FRAUD
3224,256,HOMICIDE
3225,256,IDENTITY THEFT
3226,256,ILLEGAL POSSESSION
3227,256,KIDNAPPING
3228,256,PUBLIC INTOXICATION
3229,256,ROBBERY
3230,256,SEXUAL ASSAULT
3231,256,SHOPLIFTING
3232,256,TRAFFIC VIOLATION
3233,256,VANDALISM
3234,256,VEHICLE - STOLEN
3235,257,ARSON
3236,257,ASSAULT
3237,257,BURGLARY
3238,257,COUNTERFEITING
3239,257,CYBERCRIME
3240,257,DOMESTIC VIOLENCE
3241,257,DRUG OFFENSE
3242,257,EXTORTION
3243,257,FIREARM OFFENSE
3244,257,FRAUD
3245,257,HOMICIDE
3246,257,IDENTITY THEFT
3247,257,ILLEGAL POSSESSION
3248,257,KIDNAPPING
3249,257,PUBLIC INTOXICATION
3250,257,ROBBERY
3251,257,SEXUAL ASSAULT
3252,257,SHOPLIFTING
3253,257,TRAFFIC VIOLATION
3254,257,VANDALISM
3255,257,VEHICLE - STOLEN
3256,258,ARSON
3257,258,ASSAULT
3258,258,BURGLARY
3259,258,COUNTERFEITING
3260,258,CYBERCRIME
3261,258,DOMESTIC VIOLENCE
3262,258,DRUG OFFENSE
3263,258,FIREARM OFFENSE
3264,258,FRAUD
3265,258,HOMICIDE
3266,258,IDENTITY THEFT
3267,258,ILLEGAL POSSESSION
3268,258,PUBLIC INTOXICATION
3269,258,ROBBERY
3270,258,SEXUAL ASSAULT
3271,258,SHOPLIFTING
3272,258,TRAFFIC VIOLATION
3273,258,VANDALISM
3274,258,VEHICLE - STOLEN
3275,259,ARSON
3276,259,ASSAULT
3277,259,BURGLARY
3278,259,COUNTERFEITING
3279,259,CYBERCRIME
3280,259,DOMESTIC VIOLENCE
3281,259,DRUG OFFENSE
3282,259,EXTORTION
3283,259,FIREARM OFFENSE
3284,259,FRAUD
3285,259,HOMICIDE
3286,259,IDENTITY THEFT
3287,259,ILLEGAL POSSESSION
3288,259,KIDNAPPING
3289,259,PUBLIC INTOXICATION
3290,259,ROBBERY
3291,259,SEXUAL ASSAULT
3292,259,SHOPLIFTING
3293,259,TRAFFIC VIOLATION
3294,259,VANDALISM
3295,259,VEHICLE - STOLEN
3296,260,ARSON
3297,260,ASSAULT
3298,260,BURGLARY
3299,260,COUNTERFEITING
3300,260,CYBERCRIME
3301,260,DOMESTIC VIOLENCE
3302,260,DRUG OFFENSE
3303,260,EXTORTION
3304,260,FIREARM OFFENSE
3305,260,FRAUD
3306,260,HOMICIDE
3307,260,IDENTITY THEFT
3308,260,ILLEGAL POSSESSION
3309,260,KIDNAPPING
3310,260,PUBLIC INTOXICATION
3311,260,ROBBERY
3312,260,SEXUAL ASSAULT
3313,260,SHOPLIFTING
3314,260,VANDALISM
3315,260,VEHICLE - STOLEN
3316,261,ARSON
3317,261,ASSAULT
3318,261,BURGLARY
3319,261,COUNTERFEITING
3320,261,DOMESTIC VIOLENCE
3321,261,DRUG OFFENSE
3322,261,EXTORTION
3323,261,FIREARM OFFENSE
3324,261,FRAUD
3325,261,HOMICIDE
3326,261,IDENTITY THEFT
3327,261,ILLEGAL POSSESSION
3328,261,KIDNAPPING
3329,261,PUBLIC INTOXICATION
3330,261,ROBBERY
3331,261,SEXUAL ASSAULT
3332,261,SHOPLIFTING
3333,261,TRAFFIC VIOLATION
3334,261,VANDALISM
3335,261,VEHICLE - STOLEN
3336,262,ARSON
3337,262,ASSAULT
3338,262,BURGLARY
3339,262,COUNTERFEITING
3340,262,CYBERCRIME
3341,262,DOMESTIC VIOLENCE
3342,262,DRUG OFFENSE
3343,262,EXTORTION
3344,262,FIREARM OFFENSE
3345,262,FRAUD
3346,262,HOMICIDE
3347,262,IDENTITY THEFT
3348,262,ILLEGAL POSSESSION
3349,262,KIDNAPPING
3350,262,PUBLIC INTOXICATION
3351,262,ROBBERY
3352,262,SEXUAL ASSAULT
3353,262,SHOPLIFTING
3354,262,TRAFFIC VIOLATION
3355,262,VANDALISM
3356,262,VEHICLE - STOLEN
3357,263,ARSON
3358,263,ASSAULT
